,Unnamed: 0,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
65,65,kurumkan,54.3,110.3,281.96,72,15,0.58,RU,1696036527
66,66,manokwari,-0.8667,134.0833,301.6,71,87,1.84,ID,1696036527
67,67,arraial do cabo,-22.9661,-42.0278,293.6,78,98,7.01,BR,1696036527
68,68,porto novo,6.4965,2.6036,298.3,92,85,2.52,BJ,1696036527
69,69,acapulco de juarez,16.8634,-99.8901,304.05,74,40,4.63,MX,1696036494
70,70,mankono,8.0586,-6.1897,296.02,95,35,0.92,CI,1696036527
71,71,keflavik,64.0049,-22.5624,278.39,81,20,2.57,IS,1696036527
72,72,fisterra,42.9049,-9.2629,291.49,91,4,2.31,ES,1696036528
73,73,invercargill,-46.4,168.35,281.49,81,100,8.05,NZ,1696036528
74,74,sur,22.5667,59.5289,303.03,42,0,2.99,OM,1696036528
75,75,ola,59.5833,151.2833,280.06,84,100,1.79,RU,1696036528
76,76,college,64.8569,-147.8028,281.04,56,75,1.54,US,1696036416
77,77,kone,-21.0595,164.8658,299.38,42,0,4.5,NC,1696036528
78,78,san patricio,28.017,-97.5169,302.5,68,0,6.33,US,1696036528
79,79,hamilton,39.1834,-84.5333,292.96,89,0,0.89,US,1696035847
80,80,vorgashor,67.5833,63.95,272.55,79,100,2.72,RU,1696036528
81,81,wailua homesteads,22.0669,-159.378,302.39,76,40,6.17,US,1696036528
82,82,anadyr,64.75,177.4833,279.43,86,100,3.0,RU,1696036528
83,83,kavieng,-2.5744,150.7967,301.78,71,100,1.17,PG,1696036529
84,84,tura,25.5198,90.2201,296.92,97,100,1.44,IN,1696036529
85,85,puerto natales,-51.7236,-72.4875,277.45,87,100,1.61,CL,1696036529
86,86,remire-montjoly,4.9167,-52.2667,300.17,89,0,1.54,GF,1696036529
87,87,el bauga,18.262,33.9081,306.43,21,41,1.01,SD,1696036529
88,88,kodiak,57.79,-152.4072,284.88,71,20,3.6,US,1696036529
89,89,kaga bandoro,6.9896,19.1874,295.48,97,96,0.94,CF,1696036529
90,90,port lincoln,-34.7333,135.8667,299.81,24,6,8.93,AU,1696036529
91,91,badger,64.8,-147.5333,281.0,55,75,1.54,US,1696036396
92,92,kindu,-2.95,25.95,294.53,90,100,0.73,CD,1696036529
93,93,inari,68.906,27.0288,283.26,97,100,0.98,FI,1696036529
94,94,olonkinbyen,70.9221,-8.7187,275.61,81,97,7.01,SJ,1696036530
95,95,freetown,8.484,-13.2299,299.99,83,75,2.06,SL,1696036530
96,96,tahe,52.3333,124.7333,281.54,59,55,3.62,CN,1696036530
97,97,ribeira grande,38.5167,-28.7,293.02,92,100,3.58,PT,1696036530
98,98,talnakh,69.4865,88.3972,269.38,87,82,5.47,RU,1696036530
99,99,weno,7.4515,151.8468,303.12,84,100,5.14,FM,1696036530
100,100,nova vicosa,-17.8919,-39.3719,297.12,72,100,5.89,BR,1696036530
101,101,nuuk,64.1835,-51.7216,274.49,100,100,4.92,GL,1696036530
102,102,whakatane,-37.9585,176.9854,285.8,84,100,5.35,NZ,1696036530
103,103,winsen,53.3667,10.2167,286.2,99,0,3.34,DE,1696036530
104,104,shahrud,36.4182,54.9763,285.16,45,3,1.42,IR,1696036531
105,105,port alfred,-33.5906,26.891,292.27,61,89,3.05,ZA,1696036531
106,106,happy valley-goose bay,53.3168,-60.3315,284.32,71,40,2.57,CA,1696036509
107,107,zima,53.9202,102.0442,281.6,75,100,4.29,RU,1696036531
108,108,severnoye,56.3491,78.3619,279.85,90,100,2.24,RU,1696036531
109,109,rioja,-29.4111,-66.8507,288.75,36,2,0.91,AR,1696036531
110,110,leava,-14.3,-178.1667,300.1,76,45,7.49,WF,1696036531
111,111,punta arenas,-53.15,-70.9167,279.21,65,0,3.6,CL,1696036531
112,112,uturoa,-16.7333,-151.4333,299.0,78,12,7.62,PF,1696036531
113,113,ghat,24.9647,10.1728,298.36,35,62,0.49,LY,1696036531
114,114,uporovo,56.3109,66.2693,284.8,89,100,1.33,RU,1696036531
115,115,san antonio de pale,-1.4014,5.6325,297.74,84,59,3.94,GQ,1696036532
116,116,flin flon,54.7682,-101.865,285.59,72,100,2.05,CA,1696036532
117,117,codajas,-3.8367,-62.0569,302.14,51,75,0.72,BR,1696036532
118,118,dukku,10.8231,10.7717,296.43,73,100,1.74,NG,1696036532
119,119,kenai,60.5544,-151.2583,284.2,59,0,3.09,US,1696036532
120,120,jumla,29.2747,82.1838,285.9,74,13,2.07,NP,1696036532
121,121,amga,60.8953,131.9608,277.37,45,61,1.46,RU,1696036532
122,122,ketchikan,55.3422,-131.6461,285.41,76,40,3.6,US,1696036532
123,123,ust-nera,64.5667,143.2,271.83,71,23,2.16,RU,1696036532
124,124,avarua,-21.2078,-159.775,300.18,78,20,3.6,CK,1696036532
125,125,akureyri,65.6835,-18.0878,277.11,87,75,1.54,IS,1696036533
126,126,zhangye,38.9342,100.4517,288.43,28,0,0.49,CN,1696036533
127,127,guangyuan,32.442,105.823,292.56,79,100,1.3,CN,1696036533
128,128,nizhnyaya tavda,57.6731,66.1725,280.65,93,100,4.83,RU,1696036533
129,129,lebu,-37.6167,-73.65,283.75,90,3,5.17,CL,1696036533
130,130,umm kaddadah,13.6017,26.6876,304.5,40,72,2.68,SD,1696036533
131,131,codrington,-38.2667,141.9667,296.19,43,75,7.66,AU,1696036533
132,132,labytnangi,66.6572,66.4183,272.26,79,100,2.67,RU,1696036533
133,133,alofi,-19.0595,-169.9187,297.09,94,74,4.63,NU,1696036533
134,134,yuzhno-kurilsk,44.0306,145.8556,290.26,71,100,3.39,RU,1696036533
135,135,ilulissat,69.2167,-51.1,274.16,80,100,0.0,GL,1696036534
136,136,riyadh,24.6877,46.7219,299.23,15,0,3.03,SA,1696035900
137,137,sulak,43.2734,47.5146,292.7,72,100,6.11,RU,1696036534
138,138,vorkuta,67.5,64.0,272.66,79,100,2.64,RU,1696036534
139,139,broome,42.2506,-75.833,290.49,93,61,0.89,US,1696036534
140,140,jiagedaqi,50.4167,124.1167,284.27,52,82,3.73,CN,1696036534
141,141,tubarjal,30.4999,38.216,297.7,27,0,3.67,SA,1696036534
142,142,panambi,-28.2925,-53.5017,291.22,83,94,2.32,BR,1696036477
143,143,kailua-kona,19.6406,-155.9956,302.16,76,40,6.17,US,1696036492
144,144,tondano,1.3038,124.9112,301.2,60,79,3.28,ID,1696036534
145,145,lyman,48.9884,37.8023,286.6,40,0,2.01,UA,1696036534
146,146,nova sintra,14.8667,-24.7167,297.92,80,59,3.38,CV,1696036535
147,147,puerto baquerizo moreno,-0.9,-89.6,296.07,80,96,4.75,EC,1696036535
148,148,zhizdra,53.746,34.7395,283.9,81,7,2.24,RU,1696036535
149,149,puerto ayora,-0.7393,-90.3518,296.79,89,89,1.79,EC,1696036535
150,150,salina cruz,16.1667,-95.2,302.44,66,100,2.78,MX,1696036535
151,151,toliara,-23.35,43.6667,295.34,85,0,2.26,MG,1696036535
152,152,shimoda,34.6667,138.95,300.35,69,35,2.32,JP,1696036535
153,153,kapoeta,4.7717,33.5903,299.08,47,10,0.35,SS,1696036535
154,154,azul,-36.777,-59.8585,277.31,83,0,3.27,AR,1696036535
155,155,bondoukou,8.0333,-2.8,295.58,97,98,1.29,CI,1696036536
156,156,lahoysk,54.2016,27.8503,282.15,66,86,3.43,BY,1696036536
157,157,khartoum,15.5518,32.5324,307.81,29,4,2.27,SD,1696036371
158,158,sinabang,2.4803,96.3801,300.08,82,94,3.42,ID,1696036536
159,159,praia da vitoria,38.7333,-27.0667,294.29,94,40,3.09,PT,1696036536
160,160,st. john's,47.5649,-52.7093,282.81,88,75,2.24,CA,1696036446
161,161,da nang,16.0678,108.2208,303.14,74,20,0.51,VN,1696036536
162,162,mount pearl,47.5166,-52.7813,282.34,89,75,1.03,CA,1696036536
163,163,zeerust,-25.5369,26.0751,289.22,45,4,0.74,ZA,1696036536
164,164,hammerfest,70.6634,23.6821,280.4,100,100,2.06,NO,1696036536
165,165,okha,53.5739,142.9478,284.99,87,100,2.81,RU,1696036537
166,166,georgetown,5.4112,100.3354,303.16,83,20,1.03,MY,1696036269
167,167,krasnokamensk,50.0979,118.0369,283.11,45,12,3.49,RU,1696036537
168,168,maintirano,-18.0667,44.0167,297.6,77,7,2.72,MG,1696036537
169,169,vernon,50.2581,-119.2691,286.35,66,100,1.03,CA,1696036537
170,170,hilo,19.7297,-155.09,302.0,71,40,4.12,US,1696036395
171,171,beipiao,41.7919,120.7792,290.12,38,1,6.53,CN,1696036537
172,172,payson,40.0444,-111.7321,298.14,26,0,2.68,US,1696036537
173,173,hasaki,35.7333,140.8333,301.37,77,84,6.67,JP,1696036537
174,174,blackwater,-23.5833,148.8833,301.31,48,0,5.07,AU,1696036537
175,175,vadso,70.0744,29.7487,280.64,93,97,4.12,NO,1696036537
176,176,guiyang,26.5833,106.7167,295.42,88,20,1.0,CN,1696036538
177,177,bilibino,68.0546,166.4372,268.92,93,99,2.65,RU,1696036538
178,178,jindabyne,-36.4167,148.6333,296.68,15,3,2.09,AU,1696036538
179,179,kingston,17.997,-76.7936,299.4,96,0,0.45,JM,1696036443
180,180,coquimbo,-29.9533,-71.3436,286.0,87,0,2.57,CL,1696036538
181,181,tazovsky,67.4667,78.7,270.13,79,14,7.14,RU,1696036538
182,182,whitehorse,60.7161,-135.0538,279.27,91,100,4.02,CA,1696036538
183,183,salym,60.0625,71.4789,271.56,91,6,2.18,RU,1696036538
184,184,luau,-10.7073,22.2247,293.18,77,26,0.68,AO,1696036538
185,185,deqen,29.9618,90.7188,282.2,75,100,1.84,CN,1696036538
186,186,saldanha,-33.0117,17.9442,287.74,92,100,4.34,ZA,1696036539
187,187,leer,53.2316,7.461,286.44,95,11,3.74,DE,1696036539
188,188,tshabong,-26.05,22.45,292.01,13,0,4.24,BW,1696036539
189,189,baile herculane,44.8797,22.4125,289.57,50,5,1.68,RO,1696036539
190,190,praya,14.9215,-23.5087,299.45,89,0,1.54,CV,1696036539
191,191,qashyr,53.0675,76.1036,283.77,71,99,1.33,KZ,1696036539
192,192,malanje,-9.5402,16.341,294.17,84,97,1.77,AO,1696036539
193,193,santana,-0.0583,-51.1817,301.25,74,20,3.09,BR,1696036263
194,194,usinsk,65.9939,57.5281,272.91,88,45,4.78,RU,1696036539
195,195,qoryooley,1.7878,44.53,297.98,88,84,5.0,SO,1696036539
196,196,gadzhiyevo,69.2551,33.3362,283.16,94,100,3.46,RU,1696036539
197,197,port angeles,48.1181,-123.4307,288.35,74,0,2.57,US,1696036540
198,198,touros,-5.1989,-35.4608,298.3,73,33,7.53,BR,1696036382
199,199,borba,-4.3878,-59.5939,303.77,42,100,1.0,BR,1696036540
200,200,priargunsk,50.3691,119.1012,282.6,48,29,3.61,RU,1696036540
201,201,revda,56.801,59.9303,281.65,98,100,2.88,RU,1696036540
202,202,bailen,38.0964,-3.7779,299.4,39,11,0.36,ES,1696036392
203,203,ulety,51.3572,112.4849,281.53,74,9,1.91,RU,1696036540
204,204,barra de santo antonio,-9.4047,-35.5072,298.75,70,100,4.66,BR,1696036540
205,205,penhalonga,-18.8911,32.6978,289.08,93,43,1.74,ZW,1696036540
206,206,gering,41.8258,-103.6605,293.71,65,0,3.6,US,1696036540
207,207,mabaruma,8.2,-59.7833,299.84,87,66,1.94,GY,1696036540
208,208,gerdzhyush,37.5651,41.3916,287.5,35,0,0.43,TR,1696036541
209,209,sitka,57.0531,-135.33,284.09,71,100,1.54,US,1696036541
210,210,bel ombre,-4.6167,55.4167,299.06,89,75,6.17,SC,1696036541
211,211,pasni,25.2631,63.471,302.65,27,0,10.56,PK,1696036541
212,212,altoona,40.5187,-78.3947,290.58,84,87,1.04,US,1696036541
213,213,talakan,50.3167,130.3667,282.5,93,100,0.49,RU,1696036541
214,214,sedan,49.6667,5.0,285.22,93,92,0.48,FR,1696036541
215,215,tazacorte,28.629,-17.9293,295.69,77,0,2.68,ES,1696036542
216,216,el calafate,-50.3408,-72.2768,279.55,61,100,1.3,AR,1696036542
217,217,summerville,33.0185,-80.1757,295.26,92,0,2.06,US,1696036542
218,218,irtyshsk,53.3333,75.4572,282.17,71,85,2.43,KZ,1696036542
219,219,haiku-pauwela,20.9219,-156.3051,303.16,67,40,10.29,US,1696036543
220,220,nampa,43.5407,-116.5635,294.92,37,75,4.63,US,1696036543
221,221,tambura,5.6,27.4667,293.7,94,100,1.55,SS,1696036544
222,222,west island,-12.1568,96.8225,299.14,78,100,5.66,CC,1696036544
223,223,elverum,60.8819,11.5623,281.76,96,47,2.08,NO,1696036544
224,224,al bawiti,28.3492,28.8659,298.41,47,50,3.54,EG,1696036544
225,225,lompoc,34.6391,-120.4579,293.58,95,100,5.14,US,1696036544
226,226,lucaya,26.5333,-78.6667,300.11,94,75,1.54,BS,1696036544
227,227,errachidia,31.9275,-4.4285,295.18,30,0,1.03,MA,1696036544
228,228,kuala tungkal,-0.8167,103.4667,299.33,75,100,3.14,ID,1696036544
229,229,kapuskasing,49.4169,-82.4331,289.15,59,75,4.12,CA,1696036545
230,230,sao joao da barra,-21.6403,-41.0511,293.97,78,100,3.22,BR,1696036545
231,231,am timan,11.0297,20.2827,296.72,87,88,1.76,TD,1696036545
232,232,mbeni,-11.5014,43.3775,294.94,81,0,4.03,KM,1696036545
233,233,howard springs,-12.497,131.047,305.83,39,17,1.47,AU,1696036545
234,234,cabo san lucas,22.8909,-109.9124,305.71,60,20,5.14,MX,1696036339
235,235,zelenogorskiy,55.0333,87.0,277.91,98,98,1.48,RU,1696036545
236,236,arroio dos ratos,-30.0772,-51.7292,290.93,89,100,1.18,BR,1696036545
237,237,faya-largeau,17.9257,19.1043,304.65,35,78,0.49,TD,1696036545
238,238,jinghong,21.991,100.7341,295.75,97,92,0.48,CN,1696036546
239,239,island harbour,50.724,-1.2758,285.92,93,100,1.49,GB,1696036546
240,240,gobabis,-22.45,18.9667,290.14,14,0,3.25,,1696036546
241,241,ta`u,-14.2336,-169.5144,300.11,79,51,4.82,AS,1696036546
242,242,porto franco,-6.3383,-47.3992,303.03,36,100,1.23,BR,1696036546
243,243,egilsstadir,65.2653,-14.3948,277.1,93,75,1.03,IS,1696036546
244,244,pimentel,-6.8367,-79.9342,294.31,78,0,7.2,PE,1696036546
245,245,ironwood,46.4547,-90.171,289.34,88,20,2.06,US,1696036546
246,246,el granada,37.5027,-122.4694,293.87,86,100,6.69,US,1696036546
247,247,al qubbah,32.7616,22.2424,291.1,87,6,5.66,LY,1696036546
248,248,quellon,-43.1167,-73.6167,279.1,83,27,3.09,CL,1696036546
249,249,baotou,40.6522,109.8222,285.39,29,0,1.37,CN,1696036547
250,250,shenjiamen,29.9576,122.298,299.01,86,25,6.32,CN,1696036547
251,251,babayevo,59.3936,35.9371,285.57,87,100,2.28,RU,1696036547
252,252,iskateley,67.6803,53.1512,276.23,79,100,7.51,RU,1696036547
253,253,monteros,-27.1674,-65.4983,289.21,42,15,2.36,AR,1696036547
254,254,udachny,66.4167,112.4,276.18,93,100,2.37,RU,1696036547
255,255,essaouira,31.5125,-9.77,295.87,64,0,2.06,MA,1696036547
256,256,kish,26.5578,54.0194,301.3,78,0,0.0,IR,1696036547
257,257,dudinka,69.4058,86.1778,269.61,89,100,8.83,RU,1696036547
258,258,magadan,59.5667,150.8,280.02,86,100,2.12,RU,1696036547
259,259,holualoa,19.6228,-155.9522,300.06,78,40,6.17,US,1696036537
260,260,cabedelo,-6.9811,-34.8339,298.52,73,99,7.27,BR,1696036548
261,261,flying fish cove,-10.4217,105.6791,298.97,83,100,5.14,CX,1696036548
262,262,platteville,42.7342,-90.4785,295.28,61,0,3.6,US,1696036268
263,263,petropavlovsk-kamchatsky,53.0452,158.6483,283.48,58,0,3.0,RU,1696036548
264,264,laojunmiao,39.8333,97.7333,283.43,30,0,5.47,CN,1696036548
265,265,loango,-4.6719,11.8312,297.1,89,100,2.72,CG,1696036548
266,266,hermanus,-34.4187,19.2345,288.05,85,100,7.52,ZA,1696036548
267,267,gambela,8.25,34.5833,294.08,95,85,1.76,ET,1696036548
268,268,lagoa,39.05,-27.9833,292.57,86,100,3.08,PT,1696036548
269,269,mersa matruh,31.3525,27.2453,297.82,72,100,3.48,EG,1696036549
270,270,manta,-0.95,-80.7333,296.03,83,75,6.17,EC,1696036403
271,271,belyy yar,53.6039,91.3903,282.09,93,75,0.0,RU,1696036549
272,272,smara,26.7384,-11.6719,297.63,60,10,2.76,EH,1696036549
273,273,lusambo,-4.9667,23.45,294.96,88,21,0.62,CD,1696036549
274,274,acheng,45.5454,126.977,282.72,86,100,1.51,CN,1696036549
275,275,slave lake,55.2834,-114.769,283.14,76,100,2.57,CA,1696036545
276,276,az zawr,29.4425,48.2747,306.49,40,0,6.51,KW,1696036549
277,277,ancud,-41.8697,-73.8203,279.31,84,12,2.25,CL,1696036549
278,278,bucerias,20.75,-105.3333,304.14,84,75,2.57,MX,1696036398
279,279,kimberley,-28.7323,24.7623,290.48,15,6,4.22,ZA,1696036550
280,280,bac lieu,9.285,105.7244,299.39,84,99,3.87,VN,1696036550
281,281,severo-yeniseyskiy,60.3725,93.0408,277.0,95,100,4.51,RU,1696036550
282,282,pandan,14.0453,124.1694,301.98,79,98,3.24,PH,1696036550
283,283,fortuna,40.5982,-124.1573,290.01,96,100,2.06,US,1696036550
284,284,aykhal,66.0,111.5,275.52,98,100,3.28,RU,1696036550
285,285,igrim,63.1906,64.4162,273.72,72,70,1.79,RU,1696036550
286,286,bikenibeu village,1.3673,173.1241,305.13,66,75,3.09,KI,1696036550
287,287,nagqu,31.5,92.0,276.45,78,13,1.99,CN,1696036550
288,288,mata-utu,-13.2816,-176.1745,299.95,71,100,6.03,WF,1696036550
289,289,kiunga,-6.1219,141.2906,300.69,72,92,2.26,PG,1696036550
290,290,yaren,-0.5472,166.916,301.89,75,54,4.89,NR,1696036551
291,291,vila velha,-20.3297,-40.2925,294.12,90,100,3.09,BR,1696036551
292,292,tianfu,37.1936,122.0511,294.96,64,0,3.82,CN,1696036551
293,293,nanakuli,21.3906,-158.1547,304.12,62,100,7.2,US,1696036551
294,294,zabid,14.1951,43.3152,303.96,70,0,1.42,YE,1696036551
295,295,ponta delgada,37.7333,-25.6667,296.55,94,75,6.17,PT,1696036551
296,296,minas de marcona,-15.2119,-75.1103,287.33,84,61,4.84,PE,1696036551
297,297,banff,51.1762,-115.5698,277.72,93,74,2.57,CA,1696036551
298,298,arica,-18.475,-70.3042,291.28,77,100,2.57,CL,1696036551
299,299,dakoro,14.5106,6.765,302.95,45,100,5.79,NE,1696036551
300,300,ballina,-28.8667,153.5667,300.81,60,0,5.42,AU,1696036552
301,301,luganville,-15.5333,167.1667,298.92,61,92,7.11,VU,1696036552
302,302,mirnyy,62.5353,113.9611,279.95,70,100,3.13,RU,1696036552
303,303,polyarnyy,69.1989,33.4478,283.34,95,100,3.15,RU,1696036424
304,304,tolanaro,-25.0319,46.9987,292.81,91,3,3.35,MG,1696036552
305,305,kununurra,-15.7667,128.7333,305.14,48,5,5.66,AU,1696036552
306,306,new richmond,45.123,-92.5366,294.84,100,0,2.57,US,1696036552
307,307,bykovo,55.6361,38.0803,286.63,100,64,2.0,RU,1696036552
308,308,newman,37.3138,-121.0208,297.34,58,100,1.79,US,1696036552
309,309,morehead,37.2711,-87.1764,294.26,91,0,0.0,US,1696036552
310,310,balabac,7.9868,117.0645,301.29,80,96,7.13,PH,1696036552
311,311,utrik,11.2278,169.8474,301.82,77,90,5.88,MH,1696036552
312,312,ouesso,1.6136,16.0517,295.7,92,97,1.11,CG,1696036553
313,313,iguape,-24.7081,-47.5553,293.48,86,100,3.18,BR,1696036553
314,314,sisimiut,66.9395,-53.6735,274.19,82,38,2.75,GL,1696036553
315,315,piacabucu,-10.4056,-36.4344,297.95,73,100,4.58,BR,1696036553
